date,queue,language,forecast_summary,confidence_label,main_drivers
2026-06-06,Customer Service,FR,37.83,High,The month is treated as a peak season in the simulated business calendar. Required FTE exceeds scheduled available capacity.
2026-06-06,Customer Service,IT,40.91,High,The month is treated as a peak season in the simulated business calendar. Required FTE exceeds scheduled available capacity.
2026-06-06,Sales,DE,97.45,High,The month is treated as a peak season in the simulated business calendar. Required FTE exceeds scheduled available capacity.
2026-06-06,Sales,EN,24.96,High,The month is treated as a peak season in the simulated business calendar. Required FTE exceeds scheduled available capacity.
2026-06-06,Sales,FR,25.31,High,The month is treated as a peak season in the simulated business calendar. Required FTE exceeds scheduled available capacity.
2026-06-06,Sales,IT,25.31,High,The month is treated as a peak season in the simulated business calendar. Required FTE exceeds scheduled available capacity.
2026-06-07,Customer Service,DE,227.6,High,The month is treated as a peak season in the simulated business calendar. Required FTE exceeds scheduled available capacity.
2026-06-07,Customer Service,EN,55.11,High,The month is treated as a peak season in the simulated business calendar. Required FTE exceeds scheduled available capacity.
2026-06-07,Customer Service,FR,57.34,High,The month is treated as a peak season in the simulated business calendar. Required FTE exceeds scheduled available capacity.
2026-06-07,Customer Service,IT,60.44,High,The month is treated as a peak season in the simulated business calendar. Required FTE exceeds scheduled available capacity.
2026-06-07,Sales,DE,122.09,High,The month is treated as a peak season in the simulated business calendar. Required FTE exceeds scheduled available capacity.
2026-06-07,Sales,EN,30.92,High,The month is treated as a peak season in the simulated business calendar. Required FTE exceeds scheduled available capacity.
2026-06-07,Sales,FR,33.01,High,The month is treated as a peak season in the simulated business calendar. Required FTE exceeds scheduled available capacity.
2026-06-07,Sales,IT,33.01,High,The month is treated as a peak season in the simulated business calendar. Required FTE exceeds scheduled available capacity.
2026-06-08,Customer Service,DE,257.33,Low,Monday historically carries the strongest contact volume. The month is treated as a peak season in the simulated business calendar. Required FTE exceeds scheduled available capacity.
2026-06-08,Customer Service,EN,72.98,High,Monday historically carries the strongest contact volume. The month is treated as a peak season in the simulated business calendar.
2026-06-08,Customer Service,FR,114.62,High,Monday historically carries the strongest contact volume. The month is treated as a peak season in the simulated business calendar.
2026-06-08,Customer Service,IT,105.79,High,Monday historically carries the strongest contact volume. The month is treated as a peak season in the simulated business calendar.
2026-06-08,Sales,DE,183.21,Low,Monday historically carries the strongest contact volume. The month is treated as a peak season in the simulated business calendar. Required FTE exceeds scheduled available capacity.
2026-06-08,Sales,EN,55.28,High,Monday historically carries the strongest contact volume. The month is treated as a peak season in the simulated business calendar.
2026-06-08,Sales,FR,74.64,High,Monday historically carries the strongest contact volume. The month is treated as a peak season in the simulated business calendar.
2026-06-08,Sales,IT,70.26,High,Monday historically carries the strongest contact volume. The month is treated as a peak season in the simulated business calendar.
2026-06-09,Customer Service,DE,227.39,High,The month is treated as a peak season in the simulated business calendar. Required FTE exceeds scheduled available capacity.
2026-06-09,Customer Service,EN,72.06,High,The month is treated as a peak season in the simulated business calendar.
2026-06-09,Customer Service,FR,94.87,High,The month is treated as a peak season in the simulated business calendar.
2026-06-09,Customer Service,IT,96.56,High,The month is treated as a peak season in the simulated business calendar.
2026-06-09,Sales,DE,156.01,High,The month is treated as a peak season in the simulated business calendar.
2026-06-09,Sales,EN,46.41,High,The month is treated as a peak season in the simulated business calendar.
2026-06-09,Sales,FR,69.72,High,The month is treated as a peak season in the simulated business calendar.
2026-06-09,Sales,IT,59.93,High,The month is treated as a peak season in the simulated business calendar.
2026-06-10,Customer Service,DE,207.98,High,The month is treated as a peak season in the simulated business calendar. Required FTE exceeds scheduled available capacity.
2026-06-10,Customer Service,EN,68.41,High,The month is treated as a peak season in the simulated business calendar.
2026-06-10,Customer Service,FR,88.19,High,The month is treated as a peak season in the simulated business calendar.
2026-06-10,Customer Service,IT,76.84,High,The month is treated as a peak season in the simulated business calendar.
2026-06-10,Sales,DE,145.09,High,The month is treated as a peak season in the simulated business calendar.
2026-06-10,Sales,EN,40.72,High,The month is treated as a peak season in the simulated business calendar.
2026-06-10,Sales,FR,59.79,High,The month is treated as a peak season in the simulated business calendar.
2026-06-10,Sales,IT,60.56,High,The month is treated as a peak season in the simulated business calendar.
2026-06-11,Customer Service,DE,203.74,High,The month is treated as a peak season in the simulated business calendar. Required FTE exceeds scheduled available capacity.
2026-06-11,Customer Service,EN,59.16,High,The month is treated as a peak season in the simulated business calendar.
2026-06-11,Customer Service,FR,87.7,High,The month is treated as a peak season in the simulated business calendar.
2026-06-11,Customer Service,IT,82.0,High,The month is treated as a peak season in the simulated business calendar.
2026-06-11,Sales,DE,139.43,High,The month is treated as a peak season in the simulated business calendar.
2026-06-11,Sales,EN,43.78,High,The month is treated as a peak season in the simulated business calendar.
2026-06-11,Sales,FR,56.6,High,The month is treated as a peak season in the simulated business calendar.
2026-06-11,Sales,IT,57.66,High,The month is treated as a peak season in the simulated business calendar.
2026-06-12,Customer Service,DE,213.93,High,The month is treated as a peak season in the simulated business calendar. Required FTE exceeds scheduled available capacity.
2026-06-12,Customer Service,EN,55.69,High,The month is treated as a peak season in the simulated business calendar.
2026-06-12,Customer Service,FR,82.82,High,The month is treated as a peak season in the simulated business calendar.
2026-06-12,Customer Service,IT,75.53,High,The month is treated as a peak season in the simulated business calendar.
2026-06-12,Sales,DE,132.34,High,The month is treated as a peak season in the simulated business calendar.
2026-06-12,Sales,EN,40.98,High,The month is treated as a peak season in the simulated business calendar.
2026-06-12,Sales,FR,51.78,High,The month is treated as a peak season in the simulated business calendar.
2026-06-12,Sales,IT,51.51,High,The month is treated as a peak season in the simulated business calendar.
2026-06-13,Customer Service,DE,151.06,High,The month is treated as a peak season in the simulated business calendar. Required FTE exceeds scheduled available capacity.
2026-06-13,Customer Service,EN,40.5,High,The month is treated as a peak season in the simulated business calendar.
2026-06-13,Customer Service,FR,50.88,High,The month is treated as a peak season in the simulated business calendar.
2026-06-13,Customer Service,IT,48.89,High,The month is treated as a peak season in the simulated business calendar.
2026-06-13,Sales,DE,97.82,High,The month is treated as a peak season in the simulated business calendar.
2026-06-13,Sales,EN,28.71,High,The month is treated as a peak season in the simulated business calendar.
2026-06-13,Sales,FR,37.52,High,The month is treated as a peak season in the simulated business calendar.
2026-06-13,Sales,IT,36.94,High,The month is treated as a peak season in the simulated business calendar.
2026-06-14,Customer Service,DE,224.31,High,The month is treated as a peak season in the simulated business calendar. Required FTE exceeds scheduled available capacity.
2026-06-14,Customer Service,EN,55.11,High,The month is treated as a peak season in the simulated business calendar. Required FTE exceeds scheduled available capacity.
2026-06-14,Customer Service,FR,57.35,High,The month is treated as a peak season in the simulated business calendar. Required FTE exceeds scheduled available capacity.
2026-06-14,Customer Service,IT,60.45,High,The month is treated as a peak season in the simulated business calendar. Required FTE exceeds scheduled available capacity.
2026-06-14,Sales,DE,118.8,High,The month is treated as a peak season in the simulated business calendar. Required FTE exceeds scheduled available capacity.
2026-06-14,Sales,EN,30.93,High,The month is treated as a peak season in the simulated business calendar. Required FTE exceeds scheduled available capacity.
2026-06-14,Sales,FR,33.02,High,The month is treated as a peak season in the simulated business calendar. Required FTE exceeds scheduled available capacity.
2026-06-14,Sales,IT,33.02,High,The month is treated as a peak season in the simulated business calendar. Required FTE exceeds scheduled available capacity.
