date,queue,language,confidence_score,confidence_label,business_priority_score,forecast_calls,actual_calls,partner_forecast_calls,risk_rate,primary_drivers,recommended_action
2026-03-13,Customer Service,FR,70.1,Medium,14.584,124.2,86.0,196.96,0.1875,Partner correction: partner forecast is materially above the model forecast.,Monitor
2026-03-13,Customer Service,IT,67.0,Medium,9.588,116.35,81.0,199.33,0.125,Partner correction: partner forecast is materially above the model forecast.,Monitor
2026-03-13,Sales,DE,74.0,Medium,36.487,188.05,151.0,332.13,0.4167,Partner correction: partner forecast is materially above the model forecast. Capacity pressure: many intervals are flagged as understaffing risk.,Monitor
2026-03-13,Sales,EN,64.0,Medium,5.452,58.37,47.0,81.7,0.1042,Partner correction: partner forecast is materially above the model forecast.,Monitor
2026-03-13,Sales,FR,61.3,Medium,5.599,68.44,39.0,126.84,0.1042,Partner correction: partner forecast is materially above the model forecast.,Monitor
2026-03-13,Sales,IT,60.9,Medium,5.764,69.79,41.0,118.88,0.1042,Partner correction: partner forecast is materially above the model forecast.,Monitor
2026-03-14,Customer Service,DE,82.6,High,96.375,219.41,155.0,293.49,0.9167,Partner correction: partner forecast is materially above the model forecast. Capacity pressure: many intervals are flagged as understaffing risk.,Review staffing and consider targeted overtime
2026-03-14,Customer Service,EN,62.7,Medium,5.318,64.41,38.0,85.61,0.1042,Partner correction: partner forecast is materially above the model forecast.,Monitor
2026-03-14,Customer Service,FR,62.0,Medium,7.149,77.84,54.0,125.84,0.125,Partner correction: partner forecast is materially above the model forecast.,Monitor
2026-03-14,Customer Service,IT,62.2,Medium,5.46,78.37,54.0,113.75,0.0833,Partner correction: partner forecast is materially above the model forecast.,Monitor
2026-03-14,Sales,DE,72.8,Medium,26.231,148.51,114.0,215.8,0.3333,Partner correction: partner forecast is materially above the model forecast.,Monitor
2026-03-14,Sales,EN,67.6,Medium,10.684,42.28,25.0,55.02,0.1875,"Stable pattern: normal weekday, interval and language seasonality dominate.",Monitor
2026-03-14,Sales,FR,62.9,Medium,3.263,52.27,31.0,79.08,0.0417,Partner correction: partner forecast is materially above the model forecast.,Monitor
2026-03-14,Sales,IT,65.8,Medium,3.071,49.81,29.0,64.38,0.0417,"Stable pattern: normal weekday, interval and language seasonality dominate.",Monitor
2026-04-01,Customer Service,DE,68.9,Medium,79.09,207.06,371.0,112.01,0.6875,Business event effect: billing_cycle is active. Partner correction: partner forecast is materially below the model forecast. Capacity pressure: many intervals are flagged as understaffing risk.,Review staffing and consider targeted overtime
2026-04-01,Customer Service,EN,52.9,Low,11.321,66.96,88.0,34.33,0.1458,Business event effect: billing_cycle is active. Partner correction: partner forecast is materially below the model forecast.,Planner review recommended before schedule freeze
2026-04-01,Customer Service,FR,55.1,Low,11.328,89.11,94.0,82.52,0.1667,Business event effect: billing_cycle is active.,Planner review recommended before schedule freeze
2026-04-01,Customer Service,IT,44.7,Low,13.611,82.12,110.0,69.24,0.1875,Business event effect: billing_cycle is active.,Planner review recommended before schedule freeze
2026-04-01,Sales,DE,69.2,Medium,21.149,115.35,166.0,61.67,0.25,Partner correction: partner forecast is materially below the model forecast.,Monitor
2026-04-01,Sales,EN,65.8,Medium,3.966,32.95,42.0,17.98,0.0,"Stable pattern: normal weekday, interval and language seasonality dominate.",Monitor
2026-04-01,Sales,FR,67.5,Medium,5.754,45.59,56.0,44.66,0.0625,"Stable pattern: normal weekday, interval and language seasonality dominate.",Monitor
2026-04-01,Sales,IT,67.6,Medium,4.84,44.0,43.0,37.98,0.0417,"Stable pattern: normal weekday, interval and language seasonality dominate.",Monitor
2026-04-02,Customer Service,DE,78.0,Medium,70.177,198.3,273.0,100.21,0.6875,Partner correction: partner forecast is materially below the model forecast. Capacity pressure: many intervals are flagged as understaffing risk.,Review staffing and consider targeted overtime
2026-04-02,Customer Service,EN,61.3,Medium,10.879,59.11,63.0,33.58,0.1875,Partner correction: partner forecast is materially below the model forecast.,Monitor
2026-04-02,Customer Service,FR,63.7,Medium,12.063,72.33,71.0,68.28,0.1875,"Stable pattern: normal weekday, interval and language seasonality dominate.",Monitor
2026-04-02,Customer Service,IT,64.8,Medium,14.005,80.81,100.0,81.72,0.1875,"Stable pattern: normal weekday, interval and language seasonality dominate.",Monitor
2026-04-02,Sales,DE,68.9,Medium,25.288,114.0,182.0,53.78,0.2917,Partner correction: partner forecast is materially below the model forecast.,Monitor
2026-04-02,Sales,EN,65.1,Medium,4.373,31.44,41.0,14.4,0.0,Partner correction: partner forecast is materially below the model forecast.,Monitor
2026-04-02,Sales,FR,68.5,Medium,5.192,42.39,46.0,39.53,0.0417,"Stable pattern: normal weekday, interval and language seasonality dominate.",Monitor
2026-04-02,Sales,IT,67.2,Medium,5.033,40.01,49.0,33.32,0.0208,"Stable pattern: normal weekday, interval and language seasonality dominate.",Monitor
2026-04-03,Customer Service,DE,75.9,Medium,55.52,186.29,266.0,84.75,0.5,Partner correction: partner forecast is materially below the model forecast. Capacity pressure: many intervals are flagged as understaffing risk.,Monitor
2026-04-03,Customer Service,EN,61.8,Medium,8.073,55.9,73.0,29.02,0.1042,Partner correction: partner forecast is materially below the model forecast.,Monitor
2026-04-03,Customer Service,FR,62.3,Medium,7.802,74.04,70.0,76.4,0.1042,"Stable pattern: normal weekday, interval and language seasonality dominate.",Monitor
2026-04-03,Customer Service,IT,66.3,Medium,7.304,68.59,64.0,62.8,0.1042,"Stable pattern: normal weekday, interval and language seasonality dominate.",Monitor
2026-04-03,Sales,DE,68.5,Medium,17.068,110.33,119.0,48.76,0.2292,Partner correction: partner forecast is materially below the model forecast.,Monitor
2026-04-03,Sales,EN,65.7,Medium,3.105,31.84,37.0,18.41,0.0,"Stable pattern: normal weekday, interval and language seasonality dominate.",Monitor
2026-04-03,Sales,FR,68.0,Medium,3.841,41.02,55.0,37.2,0.0208,"Stable pattern: normal weekday, interval and language seasonality dominate.",Monitor
2026-04-03,Sales,IT,67.1,Medium,4.054,38.13,58.0,34.31,0.0,"Stable pattern: normal weekday, interval and language seasonality dominate.",Monitor
2026-04-04,Customer Service,DE,75.1,Medium,124.842,171.42,0.0,0.0,1.0,Partner correction: partner forecast is materially below the model forecast. Capacity pressure: many intervals are flagged as understaffing risk.,Review staffing and consider targeted overtime
2026-04-04,Customer Service,EN,61.0,Medium,36.659,36.4,0.0,0.0,1.0,Partner correction: partner forecast is materially below the model forecast. Capacity pressure: many intervals are flagged as understaffing risk.,Review staffing and consider targeted overtime
2026-04-04,Customer Service,FR,61.0,Medium,33.172,36.62,0.0,0.0,0.9167,Partner correction: partner forecast is materially below the model forecast. Capacity pressure: many intervals are flagged as understaffing risk.,Review staffing and consider targeted overtime
2026-04-04,Customer Service,IT,61.0,Medium,34.156,39.69,0.0,0.0,0.9375,Partner correction: partner forecast is materially below the model forecast. Capacity pressure: many intervals are flagged as understaffing risk.,Review staffing and consider targeted overtime
2026-04-04,Sales,DE,62.2,Medium,67.556,94.66,0.0,0.0,1.0,Partner correction: partner forecast is materially below the model forecast. Capacity pressure: many intervals are flagged as understaffing risk.,Review staffing and consider targeted overtime
2026-04-04,Sales,EN,61.0,Medium,11.015,23.83,0.0,0.0,0.0,Partner correction: partner forecast is materially below the model forecast.,Monitor
2026-04-04,Sales,FR,61.0,Medium,9.965,24.15,0.0,0.0,0.0,Partner correction: partner forecast is materially below the model forecast.,Monitor
2026-04-04,Sales,IT,61.0,Medium,9.578,24.15,0.0,0.0,0.0,Partner correction: partner forecast is materially below the model forecast.,Monitor
2026-04-05,Customer Service,DE,78.7,High,156.882,222.26,0.0,0.0,1.0,Partner correction: partner forecast is materially below the model forecast. Capacity pressure: many intervals are flagged as understaffing risk.,Review staffing and consider targeted overtime
2026-04-05,Customer Service,EN,61.0,Medium,46.217,53.91,0.0,0.0,1.0,Partner correction: partner forecast is materially below the model forecast. Capacity pressure: many intervals are flagged as understaffing risk.,Review staffing and consider targeted overtime
2026-04-05,Customer Service,FR,61.0,Medium,44.056,56.14,0.0,0.0,1.0,Partner correction: partner forecast is materially below the model forecast. Capacity pressure: many intervals are flagged as understaffing risk.,Review staffing and consider targeted overtime
2026-04-05,Customer Service,IT,61.0,Medium,44.264,59.22,0.0,0.0,1.0,Partner correction: partner forecast is materially below the model forecast. Capacity pressure: many intervals are flagged as understaffing risk.,Review staffing and consider targeted overtime
2026-04-05,Sales,DE,67.7,Medium,79.617,117.16,0.0,0.0,1.0,Partner correction: partner forecast is materially below the model forecast. Capacity pressure: many intervals are flagged as understaffing risk.,Review staffing and consider targeted overtime
2026-04-05,Sales,EN,61.0,Medium,13.78,29.78,0.0,0.0,0.0,Partner correction: partner forecast is materially below the model forecast.,Monitor
2026-04-05,Sales,FR,61.0,Medium,13.156,31.84,0.0,0.0,0.0,Partner correction: partner forecast is materially below the model forecast.,Monitor
2026-04-05,Sales,IT,61.0,Medium,12.629,31.84,0.0,0.0,0.0,Partner correction: partner forecast is materially below the model forecast.,Monitor
2026-04-06,Customer Service,DE,81.9,High,78.017,216.09,406.0,137.33,0.6458,Monday effect: historical volume is higher at the start of the week. Partner correction: partner forecast is materially below the model forecast. Capacity pressure: many intervals are flagged as understaffing risk.,Review staffing and consider targeted overtime
2026-04-06,Customer Service,EN,61.4,Medium,10.046,71.44,117.0,40.18,0.1042,Monday effect: historical volume is higher at the start of the week. Partner correction: partner forecast is materially below the model forecast.,Monitor
2026-04-06,Customer Service,FR,66.0,Medium,10.517,93.6,105.0,91.33,0.125,Monday effect: historical volume is higher at the start of the week.,Monitor
2026-04-06,Customer Service,IT,64.6,Medium,11.284,91.97,122.0,89.8,0.125,Monday effect: historical volume is higher at the start of the week.,Monitor
2026-04-06,Sales,DE,71.6,Medium,25.331,133.57,214.0,75.82,0.2917,Monday effect: historical volume is higher at the start of the week. Partner correction: partner forecast is materially below the model forecast.,Monitor
2026-04-06,Sales,EN,65.6,Medium,5.385,42.13,56.0,21.21,0.0833,Monday effect: historical volume is higher at the start of the week. Partner correction: partner forecast is materially below the model forecast.,Monitor
2026-04-06,Sales,FR,64.6,Medium,6.35,58.11,68.0,58.34,0.1042,Monday effect: historical volume is higher at the start of the week.,Monitor
2026-04-06,Sales,IT,65.7,Medium,5.629,54.23,69.0,53.54,0.0833,Monday effect: historical volume is higher at the start of the week.,Monitor
2026-04-07,Customer Service,DE,59.2,Medium,98.242,225.17,436.0,128.97,0.7917,Business event effect: service_incident is active. Partner correction: partner forecast is materially below the model forecast. Capacity pressure: many intervals are flagged as understaffing risk.,Review staffing and consider targeted overtime
2026-04-07,Customer Service,EN,39.4,Low,11.788,67.94,125.0,38.24,0.1042,Business event effect: service_incident is active. Partner correction: partner forecast is materially below the model forecast.,Planner review recommended before schedule freeze
2026-04-07,Customer Service,FR,43.4,Low,13.29,85.29,142.0,83.69,0.1458,Business event effect: service_incident is active.,Planner review recommended before schedule freeze
2026-04-07,Customer Service,IT,46.7,Low,26.007,88.82,114.0,79.68,0.375,Business event effect: service_incident is active.,Planner review recommended before schedule freeze
2026-04-07,Sales,DE,70.3,Medium,22.87,124.18,204.0,64.41,0.2083,Partner correction: partner forecast is materially below the model forecast.,Monitor
2026-04-07,Sales,EN,65.1,Medium,4.888,37.1,51.0,16.94,0.0625,Partner correction: partner forecast is materially below the model forecast.,Monitor
2026-04-07,Sales,FR,67.8,Medium,5.27,48.94,49.0,45.27,0.0833,"Stable pattern: normal weekday, interval and language seasonality dominate.",Monitor
2026-04-07,Sales,IT,67.5,Medium,5.479,45.45,62.0,39.34,0.0833,"Stable pattern: normal weekday, interval and language seasonality dominate.",Monitor
2026-04-08,Customer Service,DE,79.0,High,65.756,200.63,320.0,98.9,0.5208,Partner correction: partner forecast is materially below the model forecast. Capacity pressure: many intervals are flagged as understaffing risk.,Monitor
2026-04-08,Customer Service,EN,60.9,Medium,8.009,66.01,86.0,34.42,0.1042,Partner correction: partner forecast is materially below the model forecast.,Monitor
2026-04-08,Customer Service,FR,64.2,Medium,8.81,88.07,109.0,88.58,0.1042,"Stable pattern: normal weekday, interval and language seasonality dominate.",Monitor
2026-04-08,Customer Service,IT,65.3,Medium,7.559,78.73,98.0,68.8,0.1042,"Stable pattern: normal weekday, interval and language seasonality dominate.",Monitor
2026-04-08,Sales,DE,71.9,Medium,23.187,125.27,147.0,57.31,0.3125,Partner correction: partner forecast is materially below the model forecast.,Monitor
2026-04-08,Sales,EN,65.5,Medium,4.131,33.16,52.0,17.14,0.0,Partner correction: partner forecast is materially below the model forecast.,Monitor
2026-04-08,Sales,FR,68.1,Medium,4.56,47.38,54.0,43.93,0.0417,"Stable pattern: normal weekday, interval and language seasonality dominate.",Monitor
2026-04-08,Sales,IT,67.1,Medium,5.155,42.93,53.0,36.73,0.0625,"Stable pattern: normal weekday, interval and language seasonality dominate.",Monitor
2026-04-09,Customer Service,DE,79.5,High,64.902,201.35,292.0,99.35,0.5625,Partner correction: partner forecast is materially below the model forecast. Capacity pressure: many intervals are flagged as understaffing risk.,Review staffing and consider targeted overtime
2026-04-09,Customer Service,EN,56.6,Low,7.92,60.07,76.0,32.99,0.1042,Partner correction: partner forecast is materially below the model forecast.,Planner review recommended before schedule freeze
2026-04-09,Customer Service,FR,64.8,Medium,8.573,79.86,89.0,78.19,0.1042,"Stable pattern: normal weekday, interval and language seasonality dominate.",Monitor
2026-04-09,Customer Service,IT,68.4,Medium,21.636,75.67,80.0,73.21,0.375,"Stable pattern: normal weekday, interval and language seasonality dominate.",Monitor
2026-04-09,Sales,DE,70.1,Medium,18.604,113.39,161.0,53.26,0.2292,Partner correction: partner forecast is materially below the model forecast.,Monitor
2026-04-09,Sales,EN,65.3,Medium,2.904,31.2,33.0,15.07,0.0,Partner correction: partner forecast is materially below the model forecast.,Monitor
2026-04-09,Sales,FR,66.9,Medium,8.196,40.89,42.0,40.02,0.0833,"Stable pattern: normal weekday, interval and language seasonality dominate.",Monitor
2026-04-09,Sales,IT,67.9,Medium,3.005,39.82,42.0,35.18,0.0,"Stable pattern: normal weekday, interval and language seasonality dominate.",Monitor
2026-04-10,Customer Service,DE,79.9,High,61.898,200.98,248.0,99.6,0.625,Partner correction: partner forecast is materially below the model forecast. Capacity pressure: many intervals are flagged as understaffing risk.,Review staffing and consider targeted overtime
2026-04-10,Customer Service,EN,60.5,Medium,7.514,53.52,79.0,26.5,0.1042,Partner correction: partner forecast is materially below the model forecast.,Monitor
2026-04-10,Customer Service,FR,65.1,Medium,7.673,72.21,76.0,71.52,0.1042,"Stable pattern: normal weekday, interval and language seasonality dominate.",Monitor
2026-04-10,Customer Service,IT,66.8,Medium,6.344,65.33,75.0,55.62,0.1042,"Stable pattern: normal weekday, interval and language seasonality dominate.",Monitor
2026-04-10,Sales,DE,69.3,Medium,32.034,104.65,149.0,52.42,0.375,Partner correction: partner forecast is materially below the model forecast.,Monitor
2026-04-10,Sales,EN,65.2,Medium,2.865,30.12,33.0,14.05,0.0,Partner correction: partner forecast is materially below the model forecast.,Monitor
2026-04-10,Sales,FR,68.3,Medium,4.16,43.13,48.0,40.47,0.0417,"Stable pattern: normal weekday, interval and language seasonality dominate.",Monitor
2026-04-10,Sales,IT,67.4,Medium,3.435,38.89,42.0,31.92,0.0208,"Stable pattern: normal weekday, interval and language seasonality dominate.",Monitor
2026-04-11,Customer Service,DE,72.7,Medium,35.62,142.76,186.0,60.77,0.3958,Partner correction: partner forecast is materially below the model forecast.,Monitor
2026-04-11,Customer Service,EN,65.3,Medium,5.772,37.66,53.0,18.85,0.1042,Partner correction: partner forecast is materially below the model forecast.,Monitor
2026-04-11,Customer Service,FR,67.1,Medium,4.954,43.2,59.0,38.62,0.0417,"Stable pattern: normal weekday, interval and language seasonality dominate.",Monitor
2026-04-11,Customer Service,IT,67.2,Medium,4.863,45.12,50.0,41.21,0.0625,"Stable pattern: normal weekday, interval and language seasonality dominate.",Monitor
2026-04-11,Sales,DE,60.1,Medium,10.277,92.74,101.0,32.76,0.1042,Partner correction: partner forecast is materially below the model forecast.,Monitor
2026-04-11,Sales,EN,64.3,Medium,2.267,24.0,25.0,8.88,0.0,Partner correction: partner forecast is materially below the model forecast.,Monitor
2026-04-11,Sales,FR,67.7,Medium,2.39,27.06,29.0,22.82,0.0,"Stable pattern: normal weekday, interval and language seasonality dominate.",Monitor
2026-04-11,Sales,IT,67.6,Medium,2.449,25.42,30.0,19.84,0.0,"Stable pattern: normal weekday, interval and language seasonality dominate.",Monitor
2026-04-12,Customer Service,DE,78.8,High,157.399,223.07,0.0,0.0,1.0,Partner correction: partner forecast is materially below the model forecast. Capacity pressure: many intervals are flagged as understaffing risk.,Review staffing and consider targeted overtime
2026-04-12,Customer Service,EN,61.0,Medium,46.22,53.92,0.0,0.0,1.0,Partner correction: partner forecast is materially below the model forecast. Capacity pressure: many intervals are flagged as understaffing risk.,Review staffing and consider targeted overtime
2026-04-12,Customer Service,FR,61.0,Medium,44.06,56.15,0.0,0.0,1.0,Partner correction: partner forecast is materially below the model forecast. Capacity pressure: many intervals are flagged as understaffing risk.,Review staffing and consider targeted overtime
2026-04-12,Customer Service,IT,61.0,Medium,44.268,59.23,0.0,0.0,1.0,Partner correction: partner forecast is materially below the model forecast. Capacity pressure: many intervals are flagged as understaffing risk.,Review staffing and consider targeted overtime
2026-04-12,Sales,DE,67.9,Medium,80.112,118.08,0.0,0.0,1.0,Partner correction: partner forecast is materially below the model forecast. Capacity pressure: many intervals are flagged as understaffing risk.,Review staffing and consider targeted overtime
2026-04-12,Sales,EN,61.0,Medium,13.784,29.8,0.0,0.0,0.0,Partner correction: partner forecast is materially below the model forecast.,Monitor
2026-04-12,Sales,FR,61.0,Medium,13.159,31.85,0.0,0.0,0.0,Partner correction: partner forecast is materially below the model forecast.,Monitor
2026-04-12,Sales,IT,61.0,Medium,12.632,31.85,0.0,0.0,0.0,Partner correction: partner forecast is materially below the model forecast.,Monitor
2026-04-13,Customer Service,DE,80.8,High,78.558,214.49,420.0,141.26,0.6875,Monday effect: historical volume is higher at the start of the week. Partner correction: partner forecast is materially below the model forecast. Capacity pressure: many intervals are flagged as understaffing risk.,Review staffing and consider targeted overtime
2026-04-13,Customer Service,EN,62.3,Medium,9.784,74.56,97.0,43.96,0.1042,Monday effect: historical volume is higher at the start of the week. Partner correction: partner forecast is materially below the model forecast.,Monitor
2026-04-13,Customer Service,FR,66.0,Medium,12.34,97.78,117.0,105.87,0.1458,Monday effect: historical volume is higher at the start of the week.,Monitor
2026-04-13,Customer Service,IT,66.5,Medium,10.152,97.32,111.0,93.22,0.1042,Monday effect: historical volume is higher at the start of the week.,Monitor
2026-04-13,Sales,DE,70.7,Medium,28.246,131.93,240.0,65.34,0.25,Monday effect: historical volume is higher at the start of the week. Partner correction: partner forecast is materially below the model forecast.,Monitor
2026-04-13,Sales,EN,65.4,Medium,5.78,42.3,51.0,22.68,0.1042,Monday effect: historical volume is higher at the start of the week. Partner correction: partner forecast is materially below the model forecast.,Monitor
2026-04-13,Sales,FR,67.4,Medium,4.829,54.27,58.0,51.2,0.0625,Monday effect: historical volume is higher at the start of the week.,Monitor
2026-04-13,Sales,IT,67.9,Medium,4.495,49.2,67.0,45.96,0.0208,Monday effect: historical volume is higher at the start of the week.,Monitor
2026-04-14,Customer Service,DE,81.0,High,74.14,215.69,338.0,116.12,0.625,Partner correction: partner forecast is materially below the model forecast. Capacity pressure: many intervals are flagged as understaffing risk.,Review staffing and consider targeted overtime
2026-04-14,Customer Service,EN,61.6,Medium,8.699,70.51,87.0,39.92,0.1042,Partner correction: partner forecast is materially below the model forecast.,Monitor
2026-04-14,Customer Service,FR,65.3,Medium,11.425,86.61,101.0,81.4,0.1458,"Stable pattern: normal weekday, interval and language seasonality dominate.",Monitor
2026-04-14,Customer Service,IT,64.8,Medium,8.881,85.43,90.0,79.19,0.1042,"Stable pattern: normal weekday, interval and language seasonality dominate.",Monitor
2026-04-14,Sales,DE,71.5,Medium,23.882,132.07,191.0,67.82,0.2917,Partner correction: partner forecast is materially below the model forecast.,Monitor
2026-04-14,Sales,EN,65.9,Medium,3.752,37.09,45.0,21.03,0.0208,Partner correction: partner forecast is materially below the model forecast.,Monitor
2026-04-14,Sales,FR,67.7,Medium,2.976,50.72,45.0,47.56,0.0,"Stable pattern: normal weekday, interval and language seasonality dominate.",Monitor
2026-04-14,Sales,IT,68.1,Medium,4.442,44.98,54.0,39.35,0.0208,"Stable pattern: normal weekday, interval and language seasonality dominate.",Monitor
2026-05-01,Customer Service,DE,63.0,Medium,149.746,333.45,320.0,539.28,0.8958,Business event effect: billing_cycle is active. Partner correction: partner forecast is materially above the model forecast. Capacity pressure: many intervals are flagged as understaffing risk.,Review staffing and consider targeted overtime
2026-05-01,Customer Service,EN,49.0,Low,11.014,102.58,83.0,149.59,0.125,Business event effect: billing_cycle is active. Partner correction: partner forecast is materially above the model forecast.,Planner review recommended before schedule freeze
2026-05-01,Customer Service,FR,46.8,Low,10.753,110.68,91.0,164.99,0.1458,Business event effect: billing_cycle is active. Partner correction: partner forecast is materially above the model forecast.,Planner review recommended before schedule freeze
2026-05-01,Customer Service,IT,47.4,Low,15.361,119.38,96.0,193.88,0.2083,Business event effect: billing_cycle is active. Partner correction: partner forecast is materially above the model forecast.,Planner review recommended before schedule freeze
2026-05-01,Sales,DE,74.0,Medium,29.928,174.85,153.0,306.54,0.375,Partner correction: partner forecast is materially above the model forecast.,Monitor
2026-05-01,Sales,EN,65.1,Medium,5.653,58.99,45.0,82.0,0.0833,Partner correction: partner forecast is materially above the model forecast.,Monitor
2026-05-01,Sales,FR,59.6,Medium,5.426,70.84,47.0,130.11,0.0833,Partner correction: partner forecast is materially above the model forecast.,Monitor
2026-05-01,Sales,IT,60.7,Medium,4.21,68.53,40.0,114.5,0.0833,Partner correction: partner forecast is materially above the model forecast.,Monitor
2026-05-02,Customer Service,DE,74.8,Medium,122.855,168.29,0.0,0.0,1.0,Partner correction: partner forecast is materially below the model forecast. Capacity pressure: many intervals are flagged as understaffing risk.,Review staffing and consider targeted overtime
2026-05-02,Customer Service,EN,61.0,Medium,36.669,36.42,0.0,0.0,1.0,Partner correction: partner forecast is materially below the model forecast. Capacity pressure: many intervals are flagged as understaffing risk.,Review staffing and consider targeted overtime
2026-05-02,Customer Service,FR,61.0,Medium,33.175,36.64,0.0,0.0,0.9167,Partner correction: partner forecast is materially below the model forecast. Capacity pressure: many intervals are flagged as understaffing risk.,Review staffing and consider targeted overtime
2026-05-02,Customer Service,IT,61.0,Medium,34.157,39.71,0.0,0.0,0.9375,Partner correction: partner forecast is materially below the model forecast. Capacity pressure: many intervals are flagged as understaffing risk.,Review staffing and consider targeted overtime
2026-05-02,Sales,DE,62.2,Medium,67.517,94.59,0.0,0.0,1.0,Partner correction: partner forecast is materially below the model forecast. Capacity pressure: many intervals are flagged as understaffing risk.,Review staffing and consider targeted overtime
2026-05-02,Sales,EN,61.0,Medium,11.013,23.83,0.0,0.0,0.0,Partner correction: partner forecast is materially below the model forecast.,Monitor
2026-05-02,Sales,FR,61.0,Medium,9.964,24.15,0.0,0.0,0.0,Partner correction: partner forecast is materially below the model forecast.,Monitor
2026-05-02,Sales,IT,61.0,Medium,9.577,24.15,0.0,0.0,0.0,Partner correction: partner forecast is materially below the model forecast.,Monitor
2026-05-03,Customer Service,DE,78.0,High,149.293,210.23,0.0,0.0,1.0,Partner correction: partner forecast is materially below the model forecast. Capacity pressure: many intervals are flagged as understaffing risk.,Review staffing and consider targeted overtime
2026-05-03,Customer Service,EN,61.0,Medium,46.243,53.97,0.0,0.0,1.0,Partner correction: partner forecast is materially below the model forecast. Capacity pressure: many intervals are flagged as understaffing risk.,Review staffing and consider targeted overtime
2026-05-03,Customer Service,FR,61.0,Medium,44.079,56.2,0.0,0.0,1.0,Partner correction: partner forecast is materially below the model forecast. Capacity pressure: many intervals are flagged as understaffing risk.,Review staffing and consider targeted overtime
2026-05-03,Customer Service,IT,61.0,Medium,44.283,59.28,0.0,0.0,1.0,Partner correction: partner forecast is materially below the model forecast. Capacity pressure: many intervals are flagged as understaffing risk.,Review staffing and consider targeted overtime
2026-05-03,Sales,DE,67.7,Medium,79.601,117.14,0.0,0.0,1.0,Partner correction: partner forecast is materially below the model forecast. Capacity pressure: many intervals are flagged as understaffing risk.,Review staffing and consider targeted overtime
2026-05-03,Sales,EN,61.0,Medium,13.778,29.78,0.0,0.0,0.0,Partner correction: partner forecast is materially below the model forecast.,Monitor
2026-05-03,Sales,FR,61.0,Medium,13.158,31.84,0.0,0.0,0.0,Partner correction: partner forecast is materially below the model forecast.,Monitor
2026-05-03,Sales,IT,61.0,Medium,12.631,31.84,0.0,0.0,0.0,Partner correction: partner forecast is materially below the model forecast.,Monitor
2026-05-04,Customer Service,DE,88.0,High,206.409,434.56,432.0,704.42,1.0,Monday effect: historical volume is higher at the start of the week. Partner correction: partner forecast is materially above the model forecast. Capacity pressure: many intervals are flagged as understaffing risk.,Review staffing and consider targeted overtime
2026-05-04,Customer Service,EN,71.3,Medium,18.127,121.35,117.0,187.51,0.2292,Monday effect: historical volume is higher at the start of the week. Partner correction: partner forecast is materially above the model forecast.,Monitor
2026-05-04,Customer Service,FR,71.4,Medium,17.323,145.25,121.0,266.02,0.25,Monday effect: historical volume is higher at the start of the week. Partner correction: partner forecast is materially above the model forecast.,Monitor
2026-05-04,Customer Service,IT,70.6,Medium,19.465,150.64,126.0,309.27,0.2917,Monday effect: historical volume is higher at the start of the week. Partner correction: partner forecast is materially above the model forecast.,Monitor
2026-05-04,Sales,DE,74.7,Medium,59.749,246.31,208.0,504.91,0.5417,Monday effect: historical volume is higher at the start of the week. Partner correction: partner forecast is materially above the model forecast. Capacity pressure: many intervals are flagged as understaffing risk.,Monitor
2026-05-04,Sales,EN,61.1,Medium,6.802,77.25,59.0,118.33,0.1042,Monday effect: historical volume is higher at the start of the week. Partner correction: partner forecast is materially above the model forecast.,Monitor
2026-05-04,Sales,FR,57.4,Low,6.607,91.52,73.0,183.36,0.1042,Monday effect: historical volume is higher at the start of the week. Partner correction: partner forecast is materially above the model forecast.,Planner review recommended before schedule freeze
2026-05-04,Sales,IT,59.9,Medium,6.013,90.2,65.0,149.67,0.1042,Monday effect: historical volume is higher at the start of the week. Partner correction: partner forecast is materially above the model forecast.,Monitor
2026-05-05,Customer Service,DE,86.2,High,171.092,378.6,375.0,631.44,1.0,Partner correction: partner forecast is materially above the model forecast. Capacity pressure: many intervals are flagged as understaffing risk.,Review staffing and consider targeted overtime
2026-05-05,Customer Service,EN,67.5,Medium,16.201,111.92,103.0,176.85,0.25,Partner correction: partner forecast is materially above the model forecast.,Monitor
2026-05-05,Customer Service,FR,70.6,Medium,19.133,146.9,105.0,275.68,0.2708,Partner correction: partner forecast is materially above the model forecast.,Monitor
2026-05-05,Customer Service,IT,65.4,Medium,14.444,137.43,122.0,288.11,0.1875,Partner correction: partner forecast is materially above the model forecast.,Monitor
2026-05-05,Sales,DE,76.5,Medium,52.479,228.27,211.0,406.02,0.5417,Partner correction: partner forecast is materially above the model forecast. Capacity pressure: many intervals are flagged as understaffing risk.,Monitor
2026-05-05,Sales,EN,61.7,Medium,6.246,67.93,63.0,112.83,0.0833,Partner correction: partner forecast is materially above the model forecast.,Monitor
2026-05-05,Sales,FR,58.9,Medium,4.706,83.22,47.0,159.92,0.0833,Partner correction: partner forecast is materially above the model forecast.,Monitor
2026-05-05,Sales,IT,56.7,Low,5.455,78.46,58.0,159.75,0.1042,Partner correction: partner forecast is materially above the model forecast.,Planner review recommended before schedule freeze
2026-05-06,Customer Service,DE,81.2,High,133.134,321.32,305.0,671.68,0.9792,Partner correction: partner forecast is materially above the model forecast. Capacity pressure: many intervals are flagged as understaffing risk.,Review staffing and consider targeted overtime
